Name,Product_ID,Date,Sales,Revenue,EndOfDayStock
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-09-09,100,4,50681
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-09-11,100,4,50581
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-09-16,500,20,50081
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-09-22,100,4,49981
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-09-27,100,4,49881
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-09-28,100,4,49781
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-09-30,100,4,49681
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-10-05,200,8,49481
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-10-06,300,12,49181
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-10-07,100,4,49081
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-10-10,100,4,48981
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-10-13,100,4,48881
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-10-17,300,12,48581
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-10-19,100,4,48481
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-10-20,200,8,48281
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-10-30,200,8,48081
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-10-31,100,4,47981
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-11-02,100,4,47881
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-11-13,300,12,47581
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-11-15,100,4,47481
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-11-17,100,4,47381
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-11-20,100,4,47281
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-11-23,100,4,47181
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-11-28,200,8,46981
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-12-04,100,4,46881
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE KLG172T,16045,2011-12-05,100,4,46781
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2010-03-02,1,0.42,4067
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2010-08-01,36,15.12,4031
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2010-08-24,1,0.42,4030
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2010-10-07,1,0.42,4029
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2010-12-10,2,0.84,4027
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-06-09,36,4.32,3991
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-06-16,36,4.32,3955
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-06-23,36,4.32,3919
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-07-07,36,4.32,3883
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-07-14,72,8.64,3811
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-07-21,108,12.96,3703
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-07-31,36,4.32,3667
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-08-16,36,4.32,3631
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-08-18,36,4.32,3595
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-08-19,2,0.24,3593
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-09-05,72,8.64,3521
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-09-16,2,0.24,3519
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-09-30,36,4.32,3483
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-10-05,108,12.96,3375
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-10-13,36,4.32,3339
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-10-17,72,8.64,3267
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-10-19,2,0.24,3265
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-10-20,36,4.32,3229
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-11-03,2,0.24,3227
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-11-08,4,0.48,3223
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-11-13,108,12.96,3115
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-11-14,36,4.32,3079
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-11-20,36,4.32,3043
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-11-23,36,4.32,3007
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-11-24,36,4.32,2971
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-11-29,36,4.32,2935
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-11-30,36,4.32,2899
APARAT KEBAB-SHAORMA ELECTRIC 2 X 5 ARZATOARE,16054,2011-12-04,36,4.32,2863
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG161,20725,2009-12-01,163,248.95,105940
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG162,20725,2009-12-02,10,16.5,105930
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG163,20725,2009-12-03,30,49.5,105900
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG164,20725,2009-12-04,70,115.5,105830
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG165,20725,2009-12-06,26,42.9,105804
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG166,20725,2009-12-07,15,24.75,105789
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG167,20725,2009-12-08,53,87.45,105736
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG168,20725,2009-12-09,150,227.5,105586
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG169,20725,2009-12-10,40,66,105546
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG170,20725,2009-12-11,31,51.15,105515
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG171,20725,2009-12-13,31,51.15,105484
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG172,20725,2009-12-14,55,90.75,105429
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG173,20725,2009-12-15,10,16.5,105419
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG174,20725,2009-12-16,50,82.5,105369
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG175,20725,2009-12-17,26,42.9,105343
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG176,20725,2009-12-18,40,66,105303
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG177,20725,2009-12-20,40,66,105263
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG178,20725,2009-12-21,110,161.5,105153
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG179,20725,2010-01-04,13,21.45,105140
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG180,20725,2010-01-05,17,28.05,105123
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG181,20725,2010-01-06,10,16.5,105113
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG182,20725,2010-01-07,120,178,104993
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG183,20725,2010-01-08,34,56.1,104959
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG184,20725,2010-01-10,130,194.5,104829
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG185,20725,2010-01-11,24,39.6,104805
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG186,20725,2010-01-13,10,16.5,104795
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG187,20725,2010-01-14,110,161.5,104685
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG188,20725,2010-01-15,10,16.5,104675
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG189,20725,2010-01-17,24,39.6,104651
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG190,20725,2010-01-18,2,3.3,104649
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG191,20725,2010-01-19,29,47.85,104620
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG192,20725,2010-01-20,172,253.8,104448
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG193,20725,2010-01-21,113,166.45,104335
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG194,20725,2010-01-22,126,187.9,104209
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG195,20725,2010-01-24,30,49.5,104179
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG196,20725,2010-01-25,57,94.05,104122
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG197,20725,2010-01-26,248,369.2,103874
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG198,20725,2010-01-27,22,36.3,103852
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG199,20725,2010-01-28,40,66,103812
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG200,20725,2010-01-29,110,161.5,103702
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG201,20725,2010-01-31,20,33,103682
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG202,20725,2010-02-01,22,36.3,103660
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG203,20725,2010-02-02,61,100.65,103599
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG204,20725,2010-02-03,40,66,103559
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG205,20725,2010-02-04,60,99,103499
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG206,20725,2010-02-05,30,45.5,103469
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG207,20725,2010-02-07,110,161.5,103359
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG208,20725,2010-02-08,42,69.3,103317
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG209,20725,2010-02-09,60,99,103257
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG210,20725,2010-02-10,18,29.7,103239
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG211,20725,2010-02-11,64,105.6,103175
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG212,20725,2010-02-14,21,34.65,103154
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG213,20725,2010-02-15,181,278.65,102973
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG214,20725,2010-02-16,14,23.1,102959
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG215,20725,2010-02-17,32,52.8,102927
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG216,20725,2010-02-18,140,211,102787
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG217,20725,2010-02-19,64,105.6,102723
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG218,20725,2010-02-21,10,16.5,102713
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG219,20725,2010-02-22,24,39.6,102689
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG220,20725,2010-02-23,165,252.25,102524
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG221,20725,2010-02-24,112,164.8,102412
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG222,20725,2010-02-25,22,36.3,102390
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG223,20725,2010-02-26,40,66,102350
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG224,20725,2010-02-28,9,14.85,102341
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG225,20725,2010-03-01,40,66,102301
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG226,20725,2010-03-02,14,23.1,102287
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG227,20725,2010-03-03,151,229.15,102136
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG228,20725,2010-03-04,141,212.65,101995
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG229,20725,2010-03-05,60,99,101935
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG230,20725,2010-03-07,1,1.65,101934
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG231,20725,2010-03-08,80,132,101854
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG232,20725,2010-03-09,44,72.6,101810
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG233,20725,2010-03-10,126,187.9,101684
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG234,20725,2010-03-11,71,117.15,101613
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG235,20725,2010-03-12,10,16.5,101603
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG236,20725,2010-03-14,2,3.3,101601
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG237,20725,2010-03-15,12,19.8,101589
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG238,20725,2010-03-16,125,183.85,101464
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG239,20725,2010-03-17,70,113.5,101394
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG240,20725,2010-03-18,43,70.95,101351
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG241,20725,2010-03-19,36,55.4,101315
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG242,20725,2010-03-21,106,154.9,101209
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG243,20725,2010-03-22,30,49.5,101179
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG244,20725,2010-03-23,87,143.55,101092
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG245,20725,2010-03-24,20,33,101072
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG246,20725,2010-03-25,20,33,101052
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG247,20725,2010-03-26,4,6.6,101048
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG248,20725,2010-03-28,12,19.8,101036
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG249,20725,2010-03-29,61,100.65,100975
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG250,20725,2010-03-30,150,225.5,100825
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG251,20725,2010-03-31,40,66,100785
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG252,20725,2010-04-01,124,184.6,100661
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG253,20725,2010-04-06,32,52.8,100629
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG254,20725,2010-04-07,50,82.5,100579
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG255,20725,2010-04-08,140,211,100439
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG256,20725,2010-04-09,43,70.95,100396
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG257,20725,2010-04-11,32,52.8,100364
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG258,20725,2010-04-12,13,21.45,100351
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG259,20725,2010-04-13,126,187.9,100225
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG260,20725,2010-04-14,40,66,100185
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG261,20725,2010-04-15,32,52.8,100153
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG262,20725,2010-04-16,224,329.6,99929
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG263,20725,2010-04-18,42,64.5,99887
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG264,20725,2010-04-19,98,149.7,99789
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG265,20725,2010-04-20,54,81.9,99735
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG266,20725,2010-04-21,12,19.8,99723
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG267,20725,2010-04-22,51,84.15,99672
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG268,20725,2010-04-23,30,49.5,99642
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG269,20725,2010-04-25,33,54.45,99609
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG270,20725,2010-04-26,22,36.3,99587
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG271,20725,2010-04-27,90,148.5,99497
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG272,20725,2010-04-28,60,99,99437
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG273,20725,2010-04-29,50,82.5,99387
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG274,20725,2010-04-30,21,34.65,99366
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG275,20725,2010-05-02,64,105.6,99302
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG276,20725,2010-05-04,80,132,99222
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG277,20725,2010-05-05,110,161.5,99112
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG278,20725,2010-05-06,304,461.6,98808
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG279,20725,2010-05-07,180,273,98628
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG280,20725,2010-05-09,35,57.75,98593
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG281,20725,2010-05-10,62,102.3,98531
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG282,20725,2010-05-11,162,247.3,98369
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG283,20725,2010-05-12,110,161.5,98259
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG284,20725,2010-05-13,125,186.25,98134
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG285,20725,2010-05-14,25,41.25,98109
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG286,20725,2010-05-16,30,49.5,98079
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG287,20725,2010-05-17,20,33,98059
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG288,20725,2010-05-18,10,16.5,98049
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG289,20725,2010-05-19,60,99,97989
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG290,20725,2010-05-20,57,94.05,97932
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG291,20725,2010-05-21,42,67.3,97890
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG292,20725,2010-05-23,72,118.8,97818
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG293,20725,2010-05-24,90,148.5,97728
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG294,20725,2010-05-25,160,244,97568
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG295,20725,2010-05-26,71,117.15,97497
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG296,20725,2010-05-27,190,293.5,97307
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG297,20725,2010-05-28,30,49.5,97277
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG298,20725,2010-05-30,130,194.5,97147
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG299,20725,2010-06-01,25,41.25,97122
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG300,20725,2010-06-02,24,39.6,97098
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG301,20725,2010-06-03,129,192.85,96969
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG302,20725,2010-06-04,20,33,96949
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG303,20725,2010-06-06,91,150.15,96858
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG304,20725,2010-06-07,53,87.45,96805
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG305,20725,2010-06-08,82,135.3,96723
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG306,20725,2010-06-09,175,268.75,96548
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG307,20725,2010-06-10,20,33,96528
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG308,20725,2010-06-11,32,52.8,96496
APARAT KEBAB-SHAORMA ELECTRIC 4 ARZATOARE KLG309,20725,2010-06-13,41,67.65,96455
